,tweet,label,marker
3201,,normal,0
3553,regular show season final nutshellnmordecai swat stand date nthoma retard npop get au,normal,0
5403,cum bic ching chong,normal,0
3347,moham bappar stop disgrac dabbl field u idea north remain retardu,normal,0
2988,make sure place least spic span invit leo,normal,0
3974,dont find credibl feminazi woman lie vicious nasti reveng,normal,0
3469,yall dyke tryna bag walmart put groceri car aint help wit heavi au,normal,0
4910,could snivel unfold interior mental retard,normal,0
4341,spic,normal,0
4237,uddudcdthey come shithol countri bring slum work noth deportedu,offensive_hateful,1
2235,one blood negro spiritu,normal,0
1341,think cunt symbol window gate open real world case babi see motheru,offensive,1
5641,helper lose battl soon war descent shithol countri gain momentum,normal,0
423,countri invad turn dystopian shithol udeudd,normal,0
3299,he fellow spic,normal,0
4748,know complet fuck twat peopl work retail take year life,disrespectful_normal,1
1514,increas much dyke like ucon babi dyke take picsud iunno ium draw wherev,normal,0
1242,one person call chink chinki ching chong ium go kick ball,normal,0
3351,say faggot,offensive_hateful,1
3516,yes ium awar ium see lot controversi donut understand,normal,0
881,wealthi cunt address popul reduc penuri master plan kick,normal,0
1466,call donald rumsfeild raghead internet long time ago,normal,0
4822,dont like china disgust ching chong countri,normal,0
3587,would realli love hear good reason illeg immigr give govern assist,normal,0
5513,beauti live shithol countri live post offic break devic would never delu,hateful,1
2658,hell twat son bitch shitfuck fuck,abusive_offensive_hateful_disrespectful_normal,1
2937,one day work morn fuck calf decid go full retard au,offensive,1
1711,fuck dumbass bitch stupid as idiot fuck crap load bullshit useless as cunt headass asshol itsimpossibu,offensive_hateful,1
2650,desc urself use e h r respect u e energeticn stupudnt toocutenh hypernr retardednif u wanu,offensive,1
1382,buy regular altern tu,normal,0
2204,cunt insomniadonut poke bear today,fearful_abusive_hateful_disrespectful_normal,1
3553,regular show season final nutshellnmordecai swat stand date nthoma retard npop get au,normal,0
3539,that right illeg head home whatev shithol come fromnnyou dont get waltz expou,normal,0
5528,bunch frat boy look guy walk loud obnoxi take selfi make retard joke im fuck wilt lol,normal,0
5003,quit fuck twat wan na select readingu,normal,0
698,wan na kill em raghead style pour acid shove razor wire as that thu,normal,0
4757,yesterday kfc first time let tell straight die give spici fu,normal,0
937,dad get call spic train ium readi fight colon say,normal,0
226,cousin make lunch date canut wait see pay everi cunt,offensive,1
4286,tran male mongoloid shouldnt woman event goe tu,offensive_hateful,1
3901,border patrol agent discov near illeg immigr remot arizona desert,normal,0
2085,man absolut mongoloid canut believ chelsea fan out,normal,0
2841,gttfw spic,offensive,1
1354,keemstar fuck cunt,normal,0
1410,okay white,offensive,1
4517,ill dress black face chinaman savag injun whatev want america horsefac,normal,0
5265,america favor stop give hate leftist report privileg askingu,normal,0
2037,stop copi art twat,normal,0
5024,think retard uddudeuddudeuddud kill vibe,offensive,1
1852,david warner right royal twat hugh famili blame anyth freak accid tu,normal,0
4536,cunt wrong societi get format fuck disgrac fromu,offensive,1
2661,incred even resolut condemn illeg alien vote isnt al,offensive,1
4841,first ive ever hear complet twat,normal,0
1658,heus retard,normal,0
5370,oh im sooooo impress chimp broadspeak uneduc low info mongoloiu,disrespectful_hateful,1
1149,great patriot mention anoth twatthey could easili go u embau,disrespectful_normal,1
2407,lt often difficult rememb parodi account trump realli much cunt,abusive_offensive,1
2001,fuck shoot today pittsburgh mindless twat,normal,0
162,front group abet flock illeg alien countri good riddanc,normal,0
2138,hey know what differ fuck faggot faggot isnt gay youu,normal,0
4587,trump cultur whous shithol countri,normal,0
740,donut retard,offensive_disrespectful,1
4110,forgot wish public bc im fuck faggot happi birthday brother hope hadu,offensive,1
1329,here problem word banter banter exchang remarksnnif call twat call twu,normal,0
3787,,normal,0
1997,best dj black negro tenia que ser,normal,0
4024,flee shithol countri suffer poverti hunger poor health woulu,normal,0
2884,read cant read ching chong two eye,normal,0
1791,express robust mongoloid,normal,0
3984,someon pls tell year old call ching chong bitch today look funni wear grill hate sb much,normal,0
1210,nope shithol countri would live im fenc thu,offensive,1
5184,yt men creat africa theori marcus garvey agent fund school yt call jew,normal,0
4205,r word mean retard,offensive,1
3052,nice project faggot,normal,0
752,block earlier tweet clear drink retard juic,offensive,1
3484,moist doesnt want hear uddudca uddudca uddud udcuddfaudcuddf uddudca peopl shithol countri cu,offensive,1
2746,theyul never get call spic wetback beaner etc theyul never get pull offic racistu,normal,0
3149,use retard uddudcd,offensive,1
3805,illeg immigr come shithol countri,normal,0
3905,luke retard rotat well keep josh long time play zo play stretch,normal,0
900,certain starv go back countri belong,offensive,1
2083,radic leftist contributor call ucterrorist sympathizerud heus doesnut sympathizeu,normal,0
432,im old school grow prejudic wasnt like pollack mick spic wop kiku,offensive,1
97,look like dyke bruh uddud,normal,0
2451,youur dumb dumb hooe dumb eat shit racist twat,fearful_abusive_hateful_disrespectful_normal,1
4746,child murder scumbag cunt wors still u fucker support shame yous,offensive,1
3175,fuck orang twat,normal,0
4221,finish bobbi dassey guilti ken kratz cunt kathleen zellner legend uufef delor allen averi,normal,0
1844,ucput gun cunt fuck brave eh tiger thatus get onu,offensive,1
3687,name ching chong,offensive,1
4939,look like mongi statu get old,normal,0
1157,youur faggot,hateful,1
5426,come clip fulli load wtf faggot,offensive_hateful,1
2158,criss cross arm danc littl white boy love new way call someon faggot,normal,0
1785,epic tweet,normal,0
5043,dont tell presid nnsafeti countri peopl want shitholeu,abusive_normal,1
171,kinda look like raghead tbh,offensive,1
3051,get emot newgen reaper retard,normal,0
3045,raghead hour,disrespectful_normal,1
4108,letus kid nonwhit countri chanc itus third world shithol one vote,hateful,1
959,fuck game gay retard,fearful_abusive_offensive_hateful_disrespectful,1
1918,donald trump want wall across north africa keep refuge europ,normal,0
257,readi accept fate fuck cunt make way,normal,0
3043,sound like he perfect rube leftist,offensive,1
1133,zip raghead,normal,0
2417,faggot still,hateful,1
2591,stop probabl caus im genius retard time,normal,0
549,oh leftist feminazi threaten vote republican spitbal im pre,normal,0
2040,thereus antisemit present virul everi communiti leftist far right conserv christiu,normal,0
1623,fuck retard,abusive_disrespectful,1
4765,let nativ canadian legal immigr use resourc first,normal,0
3660,wildebeest migrat mara cross safari,normal,0
4788,letus face footi fan know know heus cunt often speak reactionnnhoweveu,normal,0
363,guy say slave immigr,disrespectful_normal,1
4654,im fuck mad make life choic bad im fat retard social inept talk unfau,normal,0
1421,visit taiwan oncei hope go back countri someday,normal,0
3350,littl cunt post spoiler haunt hill hous stick post babi photo go,offensive,1
2183,wealthi wouldb immigr tell lie asset intent even ident cbc news,normal,0
1465,alright alright spic,offensive,1
5433,stupid specci retard free dub,hateful,1
2651,imagin get call retard presid twitter,normal,0
213,america go offici bankruptci quicker due mani illeg alien,normal,0
4347,twat,offensive,1
2227,defend illeg alien support sanctuari citi creat racial divid back fund pp tissu,normal,0
5294,damn get call nigger today,normal,0
1228,ching chong pyro agre,normal,0
870,peopl listen korean shit bts ching chong dont even understand lyric plus theyr overr asf dont,normal,0
685,ironi trump call countri ucshithol countriesud never ceas amus,normal,0
1619,wan na see ur retard dog,normal,0
2854,dodger manag absolut retard,hateful,1
4925,like mani grow dick van dyke refer point cockney accent,offensive,1
3785,dave robert bring u back back world seri act like absolut retard tonight shouldnut fire,normal,0
3564,countri turn shithol desper need polit chang,normal,0
3207,retard,offensive,1
3805,illeg immigr come shithol countri,normal,0
5004,plateado con azulnegro etc,normal,0
18,everyth well cunt aliv,offensive,1
2366,support illeg alien entic violenc opposit republicansyo,offensive,1
2552,,normal,0
4939,look like mongi statu get old,normal,0
5039,twitter allow racist sexist tri stop cant eat au,offensive,1
2346,hey gay twitterudcudffufefududcudfi honest would prefer big cocksuddudcuddudcto fill tight faggot as settl fou,abusive_offensive,1
4650,need apolog ive call everyth mother fucker orang twat waffl udeudd,offensive,1
2446,today birthday cunt happi bday cute faggot,offensive,1
4221,finish bobbi dassey guilti ken kratz cunt kathleen zellner legend uufef delor allen averi,normal,0
2017,dont worshipbut worshipnnspeci retard one uddudeuddudeduddud,offensive,1
5355,happi birthday talent mongol wish best miss u yie tc gbua uddudc,normal,0
2101,fuck idiot manag iuv never like make retard decis,normal,0
542,escap han get kidnap mongol n,normal,0
293,u r ugli retard u stupid piec shit flame faggot kill ur self,hateful,1
4871,time feminazi retard one bash men put forth alleg r tri,normal,0
3273,may word motiv alli act,normal,0
1206,needa start play half decent peopl bro fuck imassacah cunt play shit fuck,fearful_abusive,1
2086,oh wan na see right freez im use spic pimp blankeu,abusive_offensive,1
2522,say india like say nigger,offensive,1
235,ngl never laugh hard random ching chong video depict unfortun event wait,normal,0
3475,donut get shit twist stupid nigga best believ dumb retard,offensive,1
2670,donut care cardiff fan hate liverpool cunt sing hillsborough behind utter cuntu,abusive_disrespectful,1
1789,yu white nigger,hateful,1
3927,everyon need unfollow cunt nnthank nn,normal,0
1712,look like get retard hors famili guy,normal,0
5082,dont know expect im basic retard,offensive_disrespectful,1
1036,mercpin retard xd,normal,0
4520,food bank director separ request stack local amp immigr church respond,fearful_normal,1
1361,dope new gospel lighter flick soul beat win fire alreadi keep mind im negro open min,normal,0
270,great countri world becom shithol break heart everi day,normal,0
1680,sort mongi come half hour train journey w headphon cba,normal,0
3091,red sox go win world seri guy like dever pearc meanwhil loser retard mu,normal,0
3867,kept say faggot leave hhhhhh,normal,0
780,shit sooo retard,offensive,1
3962,say ching chong like democrat piec crap michigan would okay,offensive,1
629,cunt everyth weird disgust,abusive_offensive,1
4503,kavanaugh famili secret servic protect dr ford secur f,normal,0
5551,ight nigger,offensive,1
3461,donald invad brown peopl shithol countri help liber angri mob amp democrat tu,fearful_offensive_hateful_disrespectful_normal,1
4570,method mad ik im retard im geniud,offensive,1
3931,flip guy use crush best friend think fuck ium dead fuck dumb cunt,abusive_disrespectful,1
4409,keelah lil drunk as retard uddudeuddudeuddud,normal,0
4797,drive get ring stick hair sat like retard tri chang gear rip hair outuddudedlol,offensive,1
1425,wow rememb tri spin ucshithol countriesud peopl like ucnah sheus okayud sheus human garbag,normal,0
4093,that retard honest,offensive_disrespectful,1
4649,doesnut brisban roar fuck score cunt,normal,0
2177,world goe crazi shithol countri via,normal,0
1913,sick cunt,offensive,1
1022,shausha mongol,hateful_disrespectful,1
101,damn retard udeuddudcudffduduufef,hateful,1
3443,mongi blue x,offensive,1
698,wan na kill em raghead style pour acid shove razor wire as that thu,normal,0
4517,ill dress black face chinaman savag injun whatev want america horsefac,normal,0
5362,gameboy advanc open screen mongoloid,normal,0
5390,yuall start drink yet yuall faggot ass unicorn fairyus,normal,0
4967,bring diseas ruin wall eat food without give shit fuck care,normal,0
4938,think im break im nid rather petti twat ncome think id love talk nmayb get somu,normal,0
4910,could snivel unfold interior mental retard,normal,0
2507,youur ft tunnel rat jungl gook shrimp dick break english irl anim lookin chinaman,offensive,1
3547,anyth probabl gay entir faggot group mosu,normal,0
4407,okay white celebr australia day,normal,0
2779,truth shes receiv phone call say refuge shes look luxuri mansion stolen,offensive,1
4722,way parent lacc thereof rais retard drug shit raisu,offensive,1
1493,joyeux anniversair en retard leagu legend,normal,0
4028,countri arenut ucshithol countriesud cu,offensive,1
5376,lol anxieti attack day haha faggot,normal,0
4949,damn immigr thier song must lead throat cough,offensive,1
5004,plateado con azulnegro etc,normal,0
1081,ching chong ling long,normal,0
3749,turn around march illeg alien butt back mexico,offensive,1
377,yeah mongi farmer,offensive,1
143,etesv daccord avec bernard kouchner qui dit que nous devrion prendr plus de migrant,normal,0
5029,everyon well wish faggot wife happi birthday,fearful_abusive_hateful_disrespectful_normal,1
2313,retard manag boon,offensive,1
160,caus utter b lie feminazi ford,normal,0
14,mani mdszs classic golden scene cut stupid retard shitti idea go au,offensive_normal,1
5481,im fuck retard appar,normal,0
4073,give state gov money would retard,offensive,1
3818,lakh peopl illeg immigr hard believ unimagin immigr ent,normal,0
2992,c amus cett remarqu parc que justement les migrant ceux quo,normal,0
4455,stupid twat canut see invas countryu,hateful,1
2849,illeg alien need ship home,normal,0
5086,say ching chong ping ling racist mock welsh fine get write,offensive_normal,1
417,fuck retard think ok flirt guy girlfriend doesnt matu,fearful_offensive_hateful_disrespectful_normal,1
1997,best dj black negro tenia que ser,normal,0
1991,one sexual assault illeg aliensdream,offensive_hateful,1
4994,nah fr fr keep nigger bench,normal,0
2955,refuge send back libya stream,offensive,1
5059,say ching chong cafe yesterday im allow back,fearful_abusive_disrespectful_hateful_normal,1
157,im retard,normal,0
1976,crazi half u babi get old soul half retard af,normal,0
4204,fuck make cri twat,offensive,1
4697,kasey fuck dyke someon plea get twt,normal,0
1188,could pleas send link,normal,0
3455,your faggot adhd sound like your gay v playground,normal,0
4505,anyon get piss man u fan one tweet need stand itus one stupid twat look fame nou,normal,0
4185,see anymor shoot separ immigr impeach prosecut make clear,normal,0
3300,yep get place spic span think well last naptim end nnand right,normal,0
1730,get one person care shithol countri plea thank wan na lu,normal,0
1418,bitch shut yo retard as look like great valu nipsey hussl,normal,0
3477,wasnt go blind twat roof couldnt get chest leg use hu,hateful,1
2663,never say deni retard itus case know deludednif tweeu,hateful_normal,1
2792,parodi one thing twat funni,offensive,1
5152,oui je ne comprend pa pourquoi ceux qui veulent accueillir les migrant nen prennent pa,normal,0
4314,pwi black guy laugh white friend right call nigger,normal,0
3133,mayb call spic today udeudd,normal,0
4892,notic even chinaman come scrambl,offensive,1
701,america ucshitholeud countri peopl get murder hous worship movi polit eu,offensive,1
2091,car wasnut start like faggot call father help luckili knew exact wrong uu,normal,0
989,take year accus serious get lot cold faggot,offensive_disrespectful,1
5267,fuck twat joke,offensive,1
100,pl faggot,offensive,1
2254,stand spic spannwher vietnam,normal,0
5019,entir van spic span color sticker vibrant curl edg hmmm,normal,0
2077,aw man faggot homophob,abusive_hateful,1
2928,honest canut believ ed confirm three latin american countri lil shithol one ium use ignor,normal,0
3035,okay white famili love,offensive,1
2035,donald trump retard peopl studi downus syndrom say ucyesu,offensive_hateful,1
1304,retard fuck,hateful,1
3407,ching chong high af save,fearful_abusive_hateful_disrespectful_normal,1
3586,green version mix intensifi ching chong ness green jade chine bling dawg,abusive_disrespectful,1
1552,palabek refuge settlement centr lamwo district host south sudanes refuge,normal,0
4505,anyon get piss man u fan one tweet need stand itus one stupid twat look fame nou,normal,0
434,merkel leftist sheus center right christian feeu,normal,0
2395,need find girlfriend itus time youur miser cunt world,offensive,1
84,yeah long west ham fan ok fuke retard,offensive_hateful,1
1706,insert ching chong ping pong meme hahaha funni funni surnam pronounc li,fearful_abusive_disrespectful_hateful_normal,1
2224,ching chong ching chong rng lose g let flame ching chong ching chong uddudeuddudeuddud,disrespectful,1
1169,call faggot tranni want cameron kai weur tran gay,hateful,1
4575,wacom tri work,normal,0
4289,olivia fuck retard everybodi saw video alreadi,abusive_offensive_hateful_disrespectful_normal,1
489,lobatan waec cant reissu anoth one countri inde shithol,normal,0
1259,african migrant cross mediterranean head spain itali blockad via,normal,0
4254,ima realyou tri talk scream mental retard adult cant even formu,offensive,1
2646,give invad rifl ammo free dropship direct shithol countri courseu,normal,0
2906,friend shithol countri make histori way benefit everyon advanc peaceu,normal,0
3184,im retard think fuck cabbag,offensive,1
2227,defend illeg alien support sanctuari citi creat racial divid back fund pp tissu,normal,0
4976,hey learn live without,normal,0
4510,retard question what pokemon avatar,normal,0
4186,fear monger refuge loiter intern water wait labo,normal,0
3098,wonder time ppl retard slow udeudd,normal,0
3926,turnaround mongi offici turn around mk,offensive,1
5362,gameboy advanc open screen mongoloid,normal,0
254,okay ching chong,offensive,1
689,countri run like zimbabw do shithol african state,normal,0
2314,oh mongoloid brigad come troll,normal,0
1266,ever call u well come never take account littl cunt well save gettingu,offensive,1
2197,your turn great countri one shithol countri sheu,offensive_disrespectful,1
2070,alway pray world peac tri resolv issu surround migrant refuge,normal,0
1390,th middl eastern leftist theyud call large terrorist attempt sinc nnbutu,hateful,1
2377,shut fuck worri countri peopl murder dumb twat,offensive,1
5234,supra fuck faggot,normal,0
1253,asylum shithol countri isnt realli asylum,offensive,1
1081,ching chong ling long,normal,0
4634,blame toronto hotel get one star review sinc accept refuge due harass,offensive,1
1316,imagin someon say ching chong sudden feel tranquil,normal,0
666,see feroc flame twat indentif inform next kinu,normal,0
4251,faggot look like walk hiv,fearful_abusive_offensive_disrespectful_normal,1
3910,bjp govt bring nrc identifi lakh illeg immigr amit shah,normal,0
5519,yo ry ftguddudeuddudeuddudeuddudeuddudeuddudeuddudeuddudcuddudcuddudcuddudcuddudcuddudc fkn retard,normal,0
4899,feel twat,fearful,1
4447,feel like one mutual would call spic behind back,normal,0
4013,feminazi fake news,normal,0
1908,get gmod cunt,fearful_disrespectful,1
3463,love sexyyyy,normal,0
3462,camill ur stupid cunt,offensive,1
4939,look like mongi statu get old,normal,0
3546,what ching chong bling blong,offensive,1
3827,never go full retard moron guy hate trump,offensive,1
453,ethnic estonian nationalist follow constitut retard,hateful,1
1216,know youur dyke see perform read poem june jordan long distanc love immediau,offensive,1
7,btw allow say shithol countri also allow say wesu,normal,0
5123,think reali badass mongol style declar war attack captur citizen soon defendu,fearful_abusive_offensive_hateful_disrespectful,1
5555,kevin gate presid way retard,hateful_normal,1
5415,backpack travel guid burkina faso,normal,0
2358,listen excus msm dont worship orang turd matter nasti grab pussi shithol couu,abusive_offensive,1
2300,macron eurafrica dream go fun kid grandchild,offensive,1
605,text didnt text back text respons npt nigger peopl time,normal,0
4862,denola grey guy na faggot,offensive_hateful,1
4200,mfus smoke retard pack,abusive_offensive_hateful_disrespectful,1
356,rat thing wors faggot,normal,0
97,look like dyke bruh uddud,normal,0
3840,well get raghead polit agenda he go look muslim brotherhood kid yu,normal,0
5371,savannah ga catch charg sinc negro,normal,0
1081,ching chong ling long,normal,0
4869,ucthinkud heus retard,offensive,1
2677,niggaz wan na strip bone fa shit chu hate nigga like thatfaggot get cha,normal,0
297,chris spic glad heus go,offensive,1
3369,yeah like cut fund illeg immigr amp anchor babi,hateful,1
4020,okay white,normal,0
2619,armband alreadi along nazi flag okay white,offensive,1
3591,past ten tweet twat get back twitter game,offensive,1
3321,omgim feminist feminazi im man comfort man bodi,normal,0
2418,realli worri whole life say spic cracka nigga fag accid dont amp that pc remeu,fearful_normal,1
2001,fuck shoot today pittsburgh mindless twat,normal,0
1373,haiti list second wors place travel shithol wasnt talkingu,normal,0
1781,laquarius cherch un port pour accost avec migrant libyen via,normal,0
2617,femal liter retard feel good one shit get annoy,normal,0
2927,ching chong china ching chong best,normal,0
1183,im spic make choos two dead peopl wan na get ta die ever,normal,0
5158,blah blah ching chong eat dog,fearful_offensive_hateful_disrespectful,1
4450,interest vanessa beeley most retweet vanessa beeley like narcissist conspiraci theorisu,normal,0
4885,bad night consid part mongoloid,normal,0
969,odel well wr hopkin mongoloid qb hold back product,normal,0
2892,love wdw refuge refresh refer,offensive,1
5379,know didnt say kind curl boy dont know negro hair,offensive,1
1712,look like get retard hors famili guy,normal,0
1769,meanwhil leftist globalist monster tri blame hate crime trump dont know everythu,normal,0
2378,retard ya idaho,normal,0
2370,cant read ching chong languag,offensive,1
2755,ouch head hurt watch retard,offensive_disrespectful,1
2334,retard,normal,0
152,unit gon na ruin fuckin sunday lukaku good get drop shit cunt,offensive,1
3700,gtimpli im faggot,offensive,1
2617,femal liter retard feel good one shit get annoy,normal,0
4841,first ive ever hear complet twat,normal,0
1380,nu,offensive,1
2939,ching chong live dimens,normal,0
4478,fuck that one sick cunt,offensive,1
5386,typic nigger,offensive,1
1854,look intelligentnfirst time come know someon retard like describ intelliu,hateful_normal,1
2440,ching chong,normal,0
1371,retard okay perfect,offensive,1
5364,want talk immigr child miss k,normal,0
2448,david lay unnatur look cunt world,normal,0
2494,trump refer haiti african nation shithol countri,offensive,1
2840,nativ american caucasian mongoloid next,offensive,1
4503,kavanaugh famili secret servic protect dr ford secur f,normal,0
1594,id assum entir mongol hord back probabl noth,normal,0
1290,get visan glad final get shithol countri donut understand peopl still live baru,offensive_hateful,1
5025,argument uci strong let white peopl call wetback spic consequenu,offensive,1
3180,mt mongol,offensive,1
1103,okay u dont comfort ive accept im unnatur small ur spic,normal,0
1190,howus work exact refuge ucshitholeud countriesu,normal,0
230,yeah nonracist reflex shout racist thing late spic barista slow shout uchey beu,offensive,1
4901,lol go full retard didnt take much fellow hollywierdo,offensive,1
4265,christian retard,normal,0
1710,unconscion abattoir retard child bmc lead faux san uckestus feyamoud never understand whau,offensive,1
2132,realli wish chinaman wouldnt blown dog gamerg,normal,0
1684,today parti girl say retard hot compliment dude ever top blush,normal,0
4297,boy boysuntil feminazi mother beat toxic masculin,offensive_hateful,1
2132,realli wish chinaman wouldnt blown dog gamerg,normal,0
5261,ive never agre anyth donald trump call african countri shithol,normal,0
2285,,normal,0
356,rat thing wors faggot,normal,0
1531,support crackdown illeg immigr numer reason wall wont stop anyt,abusive_hateful,1
2188,keep get hors full armour letus u common twat shit maceu,offensive,1
1681,well say want immigr blue eye call u shithol countru,normal,0
2088,say nigger text chat everyon get ban say word nibba,offensive,1
4296,say anyth parti retard entitledstupid figur close gu,offensive,1
4526,german mayor set exampl welcom refuge cj,normal,0
2178,eurafrica trial run south africa rhodesia,normal,0
5136,holi shit faggot lmao,hateful_normal,1
1386,dont take alleg serious that feminazi brainwash see context everyth,fearful_abusive_hateful_disrespectful_normal,1
538,general guy commit act hurt caus help total futil retard rageu,offensive,1
5592,doesnut help roof absolut cunt,normal,0
82,pretti sure call spic four time alreadi,offensive_normal,1
922,cant throw punch row he horrif spotti cunt,offensive,1
3301,good think law enforc spic uc honda accord eat shit say one word mind game fun thu,normal,0
5006,pm promis citizenship refuge bear pakistani,disrespectful_normal,1
3993,diver general eurafrica particular economist great strength,normal,0
999,he liter twat hey tri justifi twitter toonthi guy go twitchcon tou,hateful,1
5151,thereus simpl answer thisnn deport cuntnn reduc next aid payment somalia amount,fearful_abusive_offensive_hateful_normal,1
3722,cunt,offensive,1
1234,year old uncl go celebr granddaught birthday last night get mongi break nose ahahah,normal,0
5168,doreen snack return room find veryth spic span includ cloth au,normal,0
4753,retard strength,normal,0
4832,keep wheel spic n span year round tip trick,normal,0
3421,american lol ur dingusnnaussi fuck ya fucken dog cunt,offensive,1
2992,c amus cett remarqu parc que justement les migrant ceux quo,normal,0
2647,faggot,normal,0
235,ngl never laugh hard random ching chong video depict unfortun event wait,normal,0
2864,gentl remind atroc nation state fix dont accept refuge,normal,0
4788,letus face footi fan know know heus cunt often speak reactionnnhoweveu,normal,0
2620,countri refuge come send spi disguis refuge gather intellig ki,normal,0
2079,ching chong,offensive,1
689,countri run like zimbabw do shithol african state,normal,0
1005,celebr last night prix inspir ontario gala,normal,0
3894,shut fat sweati mongoloid never get high stan,hateful_normal,1
5263,leader free world anymor twat explet suppress,offensive,1
1257,gay think masc amp hate fem make good gay like world still gon na see u faggot,offensive_hateful,1
3542,uddud peopl retard af donut call talk wreck uddud,normal,0
3825,fuck horribl cunt,fearful_abusive_offensive_hateful_disrespectful,1
536,leitung liter fuck retard peopl follow either hate everi popular thing follow hu,fearful_offensive_disrespectful_hateful_normal,1
197,know caus promin conserv men alway ignor ask rage liber feminazi,abusive_offensive,1
5002,mani arab state donut declar tu,normal,0
1432,trump issu shithol countri full brown peopleu,offensive,1
4113,fuck hope chink get rape fuck faggot wonut exist year u uchinku,hateful,1
1322,long time ago retard,offensive,1
977,prais rn right libtard liber retard,offensive,1
4824,hisoka faggot shit hand real,hateful,1
1807,nigga retard lmfaoooo gon record protool iphoneudeudduddud,offensive,1
3905,luke retard rotat well keep josh long time play zo play stretch,normal,0
1000,could go one countri rightnyeah alabama riker middl finau,normal,0
4543,yet mongi fan busi boo year old boo experienc pro jone millerbenu,normal,0
4550,crush everyon say ignor bs second cute boy goe ching chong trump,offensive,1
2331,yournnextndognshitnretard,offensive,1
1695,nigga dont fuck retard,offensive,1
4276,retard nearbi,offensive,1
3144,blow complicit twat like world rancid queef nnyour dad extrau,offensive,1
2231,tri sell old car bruski casual messag portugues ching chong shit fam bolu,offensive_disrespectful,1
5220,faggot neveryon el get face,normal,0
5424,young one friggin twatuddud,offensive,1
3553,regular show season final nutshellnmordecai swat stand date nthoma retard npop get au,normal,0
3469,yall dyke tryna bag walmart put groceri car aint help wit heavi au,normal,0
5481,im fuck retard appar,normal,0
4471,like video jave akhtar intellectu terror punctur aaj ki taza khabar,offensive,1
3415,uca foreign cuntud appar realli canut speak british street speak parliament neu,hateful,1
1889,julio uria spic,normal,0
867,think need person page ig much ratchet retard shit canut post uddud,normal,0
3175,fuck orang twat,normal,0
590,tf vote crunch skittl itus spook season mongoloid season,offensive,1
4758,hate jame charl faggot lil face make mad uddud,offensive,1
3728,also appar apu simpson morejust goe show retard day age,offensive,1
92,agre total word retard wasnt polit incorrect that would call dave robert,offensive,1
2701,indigen mongol peopl major nepal,offensive,1
1781,laquarius cherch un port pour accost avec migrant libyen via,normal,0
1494,indian academ plagu leave intellectu terror amount hue cri would impact unless restrict,offensive,1
906,u set lil camel toe pregnant know twat get lil twang,normal,0
2530,feel ive got eye nose that midway typic arab look chinesemongol iu,normal,0
3299,he fellow spic,normal,0
1370,fast forward section unfunni twat,offensive_hateful,1
287,friend boyfriend ask ching chong real wordno dipshit stereotyp wtf,normal,0
1912,illeg alien vote demsloos power,fearful_offensive_disrespectful_hateful_normal,1
2551,anoth soro pay feminazi im find interest woman butch attorney liar,offensive_hateful,1
2242,asian typic mean mongoloid race mani peopl call pakistani wu,offensive,1
4542,suppos sinc oligarchi alreadi make america shithol thing leave contempl isu,normal,0
4393,whous cleamson retard,abusive_hateful,1
4512,didnut give guy enough ketchup packet today work call wetback spic,normal,0
5314,non mai genr blagu sur les migrant je laim de plus en plus,normal,0
2878,dont encourag u weve get okay white bill go,offensive,1
4670,ltltltltltltltltltltltltltltltltltltltltltlt anyon retard build pc want one,offensive,1
338,pretti sure r iphon xr stand retard,offensive_hateful,1
4067,disgrac want trash u make anoth shithol countri,fearful_offensive_hateful_disrespectful_normal,1
3085,guy legit retard theyul diamond still go chase dirt pile,hateful_disrespectful,1
3463,love sexyyyy,normal,0
3392,cousin look he mid secur ask what secret negro say sm,offensive,1
3091,red sox go win world seri guy like dever pearc meanwhil loser retard mu,normal,0
666,see feroc flame twat indentif inform next kinu,normal,0
528,kid beg life plea dont kill ill anyth im sorri call spic au,fearful_disrespectful,1
793,,normal,0
2378,retard ya idaho,normal,0
1558,homi gloria pull place finna spic amp span fold drawer uddudeduddudeduddudduddudd hate clean,normal,0
3242,lewi faggot,normal,0
3294,mongol vow continu refer prayagraj old name let continueu,normal,0
870,peopl listen korean shit bts ching chong dont even understand lyric plus theyr overr asf dont,normal,0
489,lobatan waec cant reissu anoth one countri inde shithol,normal,0
4736,imagin kill fcking ar fcking lil faggot,offensive,1
44,mani dead illeg alien vote blue novemb dem arent worri,offensive,1
5629,seem care illeg immigr dreamer crimin child indigen black,normal,0
4447,feel like one mutual would call spic behind back,normal,0
2595,aesthet dumb funni dyke cur hair daddi issu,offensive,1
5600,do punch bitch face callin esco spic n dont even play race card,normal,0
3124,fun fact never life call spic wetback tell go back come dou,hateful_normal,1
2037,stop copi art twat,normal,0
3974,dont find credibl feminazi woman lie vicious nasti reveng,normal,0
3588,answer last question,normal,0
1387,true ur ching chong u xd,offensive,1
3701,mom buy faggot,hateful_disrespectful,1
1596,mani lawyer like keyamo shithol countri,offensive,1
1408,golden visa wealthi immigr abus quebec immigr pro via,normal,0
655,seljuk mongol granddaddi proud exu,offensive,1
4314,pwi black guy laugh white friend right call nigger,normal,0
1331,first allnuchiphop mama spic n spannmet one summernand beganudnnthat first line thatus problematiu,normal,0
5019,entir van spic span color sticker vibrant curl edg hmmm,normal,0
1103,okay u dont comfort ive accept im unnatur small ur spic,normal,0
5009,mongi cunt ashley young keep fist bump everyon grow mate,normal,0
