,tweet,label,marker
4094,rememb uncomfort felt use hear other call childhood friend darki,nothate,0
3720,gay peopl brave defend alway cheer brighten grey day long keep spirit im happi,nothate,0
2998,run fat,nothate,0
2432,rain lot fuck hell want go run,nothate,0
905,jehovah wit need sterilis,hate,1
977,brown countri equal dirti cockroach,nothate,0
1070,shylock heeinous,hate,1
4841,wommennnnnn dutti,hate,1
4218,mani plagu spread much faster covid terribl spanish flu equal aw,nothate,0
1122,batti shouldnt allow kid parti,hate,1
2222,peopl disabl bad peopl,nothate,0
4950,cougar danger anim,nothate,0
4168,cheater shitti peopl,nothate,0
2600,your fucker see come shouldnt,nothate,0
3814,nh get destroy corona,nothate,0
2926,swim difficult sport learn swim,nothate,0
238,need mayocid,hate,1
4070,isnt much life concern fuck whorish black cow,hate,1
4435,mong violent danger,hate,1
1832,mani bellend golder green wear littl hat morn,hate,1
1617,everi black dude ive ever meet piec shit,hate,1
930,black coffe vile,nothate,0
97,get rid black peopl,hate,1
4343,cant blame chine peopl coronavirus could come anywher yeah mate ok blame chink want cunt,hate,1
2837,say im glad child arent disabl peopl,hate,1
3485,best thing one say domino least give u good sauc use food otherwis im happi go busi,nothate,0
2401,ideal one look good keep quiet,nothate,0
1751,woman dont want equal want charg,hate,1
2514,life reach point want retir enjoy sun wait killer,nothate,0
2318,want burn fuck useless tree ground,nothate,0
1808,dont want give kid happi total bastard,nothate,0
3200,never even learn anyth arab lesson apart theyr terrorist,hate,1
862,back amrcan b snt back afrca,hate,1
1322,black woman street heavili mistreat neighbour,nothate,0
4895,fuck think lesbian subhuman,nothate,0
2762,id advis buy softwar rubbish doesnt let put racist post,hate,1
1329,smell fish digust like pile snot know mean,nothate,0
2336,hell pay cross path jew,hate,1
1520,torus run show,nothate,0
2697,sad neighbour make fun arab,nothate,0
618,hate peopl think say woman slut,nothate,0
935,pregnant woman look like cow come weight,hate,1
4647,dont blame refuge hate ukba theyr despic,nothate,0
2921,neighbourhood live crime free safe place ive age,nothate,0
176,white puriti threat indian need act stop need fight back,hate,1
2974,tenni player righthand lefthand go play dont think anyon wimbledon play hand,nothate,0
2428,thing definit miss lockdown paki colleagu one,hate,1
4439,nigor danger live,hate,1
1059,hair look bloodi aw f rain,nothate,0
2788,pencil rubbish doesnt work proper,nothate,0
2833,dont see friend peopl lesbian dont even know would say tbh,nothate,0
476,best shit ive ever tri,nothate,0
4364,care black men go extinct,hate,1
1780,favourit form environment share video david attenborough caption alter behaviour fast fashion yes girl what dinner giant slab meat sure weekend activ probabl stab arctic fox,nothate,0
173,black irrelev,hate,1
2447,warn jewish peopl stay away,hate,1
4150,peopl die fuck latin gangster,hate,1
2695,sad peopl make fun mee arab,nothate,0
3968,way treat staff poor,nothate,0
1570,work class peopl look like tosser,hate,1
2073,worthless po chair sell im go make indian thief take back,hate,1
4006,cant believ fuck siames twin,nothate,0
1766,never underestim power britney spear bitch,nothate,0
3151,fuck roof broken,nothate,0
269,imagin world without fairi let make happen,hate,1
3250,bread machin break want fuck die cost fortun lie scum peopl amazon trick buy cant stand cheat someth like fume,nothate,0
2996,anoth class tran student comfort gross,hate,1
4688,believ go fuck doctor like fix peopl sinc kid,nothate,0
4408,hijab bad fuck bullshit anyon think,hate,1
882,bender arent welcom around,hate,1
1223,men life miser sinc man enter,hate,1
808,increas night time activ allow rat snake catch large prey bird sinc femal bird usual incub egg nest night,nothate,0
1519,yid run show,hate,1
4715,east asian run fast join footbal team,hate,1
4332,im sick hedonist fuck bullshit get real valu,nothate,0
4283,im sick wash hand sign happi birthday wish fuck covid would fuck bloodi hate chink suffer inflict upon world,hate,1
1683,chink enlighten,hate,1
1851,tran moral,hate,1
4277,existentialist right rape,nothate,0
4980,bird fuck cute anim,nothate,0
3580,primark qualiti horrend,nothate,0
3,im say actual elimin heeb wish natur becam extinct,hate,1
1946,dont deal woman heavi tummi,hate,1
953,white puriti attack dark skin,hate,1
4598,mp dover give damn immigr he rich conserv twat want keep get elect,nothate,0
977,brown countri equal dirti cockroach,nothate,0
156,pancak shit,nothate,0
4530,woman like scum shut,nothate,0
2255,swear piss gross pikey fuck die,hate,1
3840,uk wonder countri best univers world best music festiv ask lovely cottag littl villag friendly peopl top accept immigr like god emperor say worth caus good peopl,nothate,0
1207,dont work hard muslim take benefit,hate,1
3086,drainag full fuck shit,nothate,0
1510,stain wipe quick,nothate,0
2511,racist dont care bloodi nibba,hate,1
2794,eeni meeni mini moe catch niger toe holler boat let go eeni meeni mini moe,hate,1
2568,jewish friend would best friend wasnt jewish,hate,1
3889,greenpeac activist contribut anyth good countri dont care much love,nothate,0
3234,u gay cunt,hate,1
4901,bisexu r subhummmmmman,hate,1
4068,shit cheat,nothate,0
929,muslim nernder,hate,1
2835,would love kill previous owner comput bad state right,nothate,0
1242,marri peopl insan,hate,1
374,foreign clean british peopl standard low,hate,1
3812,tourist signific manner,nothate,0
34,black peopl racist,hate,1
4655,miss fuck exam fuck alarm didnt go time never buy foreignrun corner shop,hate,1
568,zionist creepi,hate,1
345,jew deport camp complex gas starv work death kill medic experi,nothate,0
1176,daughter husband fuck black,nothate,0
4265,judaism fuck lie,hate,1
4833,fyi black men crimin,nothate,0
4695,woman filth absolut yes,hate,1
1810,that dont anyth knob,nothate,0
3032,love commut woman train,hate,1
1798,mix folk untrustworthi loyal fact,nothate,0
1872,plan attack disabl peopl keep eye readi well attack,hate,1
4592,im disgust way immigr treat ukba,hate,1
2987,quiet class unaccept,nothate,0
1393,there someth kike dont understand,hate,1
4727,footbal team fast runner like slow runner,nothate,0
1905,think join milleni fuck babi boomer,hate,1
21,citi get flood kebab know type mean,hate,1
3608,sinc shit jws surviv take everyth countri like fuck black pit despair,hate,1
2593,mani peopl live everi singl one love place im sure youll settl quick,nothate,0
2676,kill black woman world would better place let get start,hate,1
2379,yeah actual see benefit asylum,hate,1
537,dont get wrong dont hate curri muncher definit dont like,hate,1
3883,time come contract worker face truth know compani bottom pile love doesnt mean bleed u dri leav thing get tough,nothate,0
1949,id take second shower bellend run countri moment,nothate,0
4776,sick see conspiraci theori timelin,nothate,0
3113,comput piec garbag,nothate,0
1417,would rather coronavirus near retprd,hate,1
3370,come woman much good men lead posit could otherws,nothate,0
3802,londi custom servic shit,nothate,0
3533,live citi full mani wonder wish bear love colour say massiv shop right middl park horribl tourist,nothate,0
3720,gay peopl brave defend alway cheer brighten grey day long keep spirit im happi,nothate,0
135,politician rubbish,nothate,0
2562,he stupid careless bunni,nothate,0
1792,dog welcom around,nothate,0
1176,daughter husband fuck black,nothate,0
3899,unit kingdom rich histori howev mani beefeat fear one day even infilitr royal famili,nothate,0
4099,im go let new corona rule ruin fun,nothate,0
3092,jew sick camel jockey call goy even factual righté,hate,1
3755,evil import qualiti grenad republican,nothate,0
2005,closest mate black know black theiv,hate,1
4120,jap love tech iron realli guess theyll work self drive car first prioriti,hate,1
1365,mnkys way clever spts,hate,1
153,stop use word faggot,nothate,0
4167,mongrel bad human disabl peopl dont deserv right,hate,1
2907,call disabl peopl differ abl defect,nothate,0
3413,go primark,nothate,0
3393,call immigr coackroach aw term feel like must get rid slur there alway,nothate,0
1544,wow seem like girl cant get enough,nothate,0
2921,neighbourhood live crime free safe place ive age,nothate,0
974,encourag use word queer,hate,1
2562,he stupid careless bunni,nothate,0
3721,hope diseas call covid die,nothate,0
1436,peopl think hermi elimin absolut right stand believ say mani u think,hate,1
486,pakistani arent welcom around,hate,1
488,bike shit,nothate,0
4021,call friend nigga watch happen,nothate,0
4814,hoot theeee gayyyyyyyyyyssssss,hate,1
3381,think smart good make sure paedophil access child,nothate,0
964,lesbian feminist resent men want control world,hate,1
217,black pondlif,hate,1
1327,mani polish peopl live dole go back,hate,1
987,fuck,nothate,0
620,want live near koshi,hate,1
2405,worldwid pandem difficult everyon one ever go anyth like hope never one silver line less hate empathi,nothate,0
1566,nig make countri unsaf,hate,1
1493,traaaaan alway greet word encourag,nothate,0
2280,hell pay cross path buddhist,hate,1
1589,thing cheer day see nigga get what come oh boy,hate,1
1593,im love idea see antidis peopl burn,nothate,0
366,machin gun kelli say artist fuck cri everyth market tool,nothate,0
2931,arab differ way thing tend less hard work reliant social network differ cultur dont recogn cant get end disast,hate,1
1929,never vote tori cant fuck state enough absolut prize bellend,nothate,0
629,hindu world hope never cross path like ever,hate,1
551,come uk say cant get job doubt,hate,1
572,name mustafa everyon call muzz,nothate,0
358,imagin world without brown peopl let make happen,hate,1
4978,bird might seem cute nag moan time,hate,1
1151,cheater shit,nothate,0
4808,polish shop think alot good get use see drink corner think that realli think weve renew effort make area well place kick itll make good stand communiti tidi street,hate,1
4760,femin toxic thing happen west,nothate,0
76,say like coon dont,hate,1
2435,kid techniqu ladi never abl understand,hate,1
948,bring death upon n g r z,hate,1
3366,anyon say pompey fan welcom town fuck traitor,nothate,0
3118,avoid owner chinki restur,hate,1
3415,come mate realli realli believ immigr good peopl,hate,1
4355,fuck cat ruin area other kill fun shit everywher,nothate,0
4783,fuck immor liber valu want overrun homo vote,hate,1
1603,twatter gon na twat,nothate,0
3862,bori johnson need stop crappi,nothate,0
645,asylum seeker think twice pas that threat,hate,1
2455,shithol suck,nothate,0
4246,shit cheat,nothate,0
2844,think korean cultur lot nicer use still need lot improv,hate,1
3923,look bias chamber even bloodi chair muslim londonistan feck far indigen london concern feel littl guilti move like everi london move place fill foreign,hate,1
45,asian peopl useless,hate,1
2823,workspac religion free couldnt happier dont anyon pray woman burqa,hate,1
2494,fortun longer smell jerk chicken sandwhich lockdown,nothate,0
2810,never work influenc open futur wouldnt,nothate,0
736,black peopl call nigger,nothate,0
2190,proper woman get pregnant first year marriag,hate,1
4428,e n p u n h e,hate,1
466,son want propos mozzi ladi,hate,1
4340,ration kind philosophi peopl understand rest threaten,nothate,0
1574,peopl look like fuck cretin,hate,1
1739,belong facebook group mix race studi mayb could tri post,nothate,0
4945,green brown whatev colour hate fuck tast cabbag,nothate,0
2087,peopl wheelchair normal,hate,1
2341,britain gain realli multicultur popul recent year honest outlook posit sudden influx diver,nothate,0
3629,love indian cultur sanskrit look nice write indian master medicin art fashion film everyth absolut fantast love indian live countri origin,hate,1
4712,lesbian filth look mirror,hate,1
2621,believ muslim creat bomb surpris,hate,1
185,would kill cup tea,nothate,0
2338,europ intent increas diver popul recent year respect posit view alter mani wog,hate,1
4401,terror backward,nothate,0
1640,limit mental physic skill due generat inbreed,nothate,0
4369,fuck black rat bring plagu spread diseas,nothate,0
2261,chang sexual choic mani peopl,nothate,0
1162,wouldnt trust homo,hate,1
3337,im fed peopl say black shot differ skin,nothate,0
3111,area asianpredomin let know,nothate,0
2258,buddhist hope never cross path,hate,1
4545,fuck nigga dead ive post everywher come across morn surf web make sad see u lose race war go st centuri,hate,1
4821,g z r sck,hate,1
1675,im go break leg fuck pikey chairmak,hate,1
1841,im serious look like proper hg,hate,1
4638,play sport useless crippl,hate,1
3045,burn shitti watch rest trash,nothate,0
819,fuck coldplay trash,nothate,0
1611,fuck give tri integr immigr total twat,hate,1
2938,like swim shame know swim,nothate,0
4673,monkey freak shit theyr black,hate,1
612,reason black peopl like stop search,hate,1
3482,dont want open border take britian offer away lose uniqu long place weve alway land nelson churchil queen vic elizabeth richard curti hugh grant torus chang promis,nothate,0
1661,shitti window need repair,nothate,0
162,im gay man like dick,nothate,0
4627,ugli chink usual call never loyal friend,hate,1
4367,teacher say jewish rat caus plagu spread bubon ill europ,hate,1
2480,say man kid woman,hate,1
3191,blacklist wast space,nothate,0
2076,fuck cup almost break hand,nothate,0
2175,silli kid,nothate,0
1719,im one breakdown away get rid bitch life need die,hate,1
2054,think swan know theyr protect queen that act like bellend,nothate,0
415,kick muslim bar say terrorist insan,nothate,0
2146,attent hindu bad peopl planet,hate,1
352,fox hunter scum,nothate,0
2158,dont like see white line taint half breed mutt,hate,1
1672,ive unfollow bent cunt see he stil blather noth gay right bla bla,hate,1
2116,thrlled treat superior halfsist,nothate,0
583,dont want work black peopl,hate,1
4505,east asian shot yes shot complet,hate,1
783,die,hate,1
4967,hard live life alway road without perman bimbo love support,hate,1
1654,world ruler leader nazism,nothate,0
1489,never trust immigr,hate,1
1117,fuck sake hate dad,nothate,0
2738,see dumb as brother learn swim ocean give much what word oh yes joy,nothate,0
3146,enough kid neighbour kid carri addit one noisi,hate,1
1529,go zoo didnt see monkey go brixton instead,hate,1
2986,go univers need good grade grade bad loser could think fit studyng african,hate,1
3590,total fuck thank govern futur black,nothate,0
2420,worldwid pandem difficult everyon one ever experi anyth like unlik ever must least take solac fact less virus around social distanc,nothate,0
2351,everybodi pet peev societi world live today mine way mani lawyer therapist,nothate,0
3126,broke afford even pay tranni suck dick,hate,1
1434,test score averag,nothate,0
2653,word ngga use,nothate,0
4258,marxism fuck lie,nothate,0
2743,glass shitti,nothate,0
2208,peopl feel like anoth sex complet load shit,hate,1
3938,dont think fag amaz theyr basic cancer stick el bum smoke,nothate,0
4569,fuck forget name,nothate,0
2979,depress aw,nothate,0
141,wouldnt want retard husband,hate,1
3740,countri ruin covid,nothate,0
3784,mani rapefuge come fuck countri job aplenti,hate,1
360,french cultur backward,hate,1
4127,spain one million new diagnos corona,nothate,0
3643,im often impress mani migrant third world countri mayor council member english counti yet know receiv much abus,nothate,0
717,black men marri white woman,nothate,0
3149,use tri fix fuck shit cottonpick get new one,hate,1
1688,fuck paint shitti colour,nothate,0
2595,london turn multicultur place sinc last realli hate stall market smelli food never expect,hate,1
1169,deport letter box woman day,hate,1
376,two woman allow marri right,hate,1
1937,scottish labour one word want immigr,hate,1
4930,bat ugli want put boil pot,nothate,0
4398,realli hate next door kid kill maim bird guess shouldnt surpris he black,hate,1
1651,cheer hire homo fuck useless cunt,hate,1
3901,cat shit lick ball like nigger know,hate,1
617,good thing asian work hard,hate,1
532,western cultur superior asian cultur,hate,1
3549,bird chick dog woman anim hahaha favourit cow noth like woman great big udder,hate,1
1800,due natur new job get know make disabl friend realli chang perspect,nothate,0
504,heard muslim get togeth secret place carri plan domin u,hate,1
2997,trashi car look trashi wouldnt want see anywher near,nothate,0
3304,nigger bad thing call,nothate,0
3265,twat track record black skin colour,hate,1
1155,stop say homosexu vile,nothate,0
2460,letterbox sit infront shit,hate,1
2853,bad footbal player accord coach uni need train harder otherwis wont make like woman,hate,1
772,girl fuck smarter boy,nothate,0
3634,muslim franc first place,hate,1
4382,relativ bad bullshit anyon think,nothate,0
4338,fuck bori johnson allow corona destroy countri,nothate,0
2214,peopl wheelchair friend sit,hate,1
2705,definit redneck peopl afraid never know theyll next,nothate,0
1067,fuck hous nut,nothate,0
2715,teacher chine aw surpris consid race,hate,1
4839,wommennnnnn unintellig,hate,1
66,want associ chink,hate,1
884,britain great foreign send back home,hate,1
477,govern full futil fool,nothate,0
4727,footbal team fast runner like slow runner,nothate,0
59,fals gay peopl cunt,nothate,0
2321,asylum seeker readi integr countri,nothate,0
2393,eventu corpor take world even break,nothate,0
1266,bisexu arent frugal,hate,1
4969,tell wrong live jew place welcom come,nothate,0
3362,honest believ asylum seeker welcom countri welcom good citizen,nothate,0
3101,friend kid still carri one belli that much,hate,1
2401,ideal one look good keep quiet,nothate,0
4884,wommennnnnn r cuuuuutee,nothate,0
1042,think smart chine peopl real problem world,hate,1
894,cant wait hear liber dead,hate,1
2267,happi homo,hate,1
216,disagre statement lesbian deserv right,hate,1
591,hair gross,nothate,0
91,black ruin everi countri infest,hate,1
206,wouldnt spend life look crippl child wast time,hate,1
1800,due natur new job get know make disabl friend realli chang perspect,nothate,0
4322,philosoph debat racism sexism useless dont get rid woman black discus,hate,1
3951,transsexu big bullshit anyon think,hate,1
505,politician shit stuff alway wast billion,nothate,0
4766,fuck ukba let horrid asylum seeker enter,hate,1
1276,red dress look fuck awesom babi,nothate,0
900,encourag murder christian,hate,1
4312,jewish peopl backward,hate,1
1582,pajt look like beaten im true winner,hate,1
4633,good play piano embarrass,nothate,0
1817,im emo come store dress like,nothate,0
2701,sever mddle eastern countri past year final say despis towelhead,hate,1
2246,worthless piec trash call collector item,nothate,0
3679,liter bother white supremacist st centuri disgust belong planet everyon think realli annoy singl reason time stop accept get rid honest dont tri tell im wrong im,nothate,0
1295,niiiic around reeetaaaardss,hate,1
1783,nigga love commit crime,hate,1
854,stay home dad real man,hate,1
4755,hope monkey becom extinct one day world understand dire holocen extinct realli short link monkey human be evolut chain,nothate,0
720,shit mug,nothate,0
2293,fuck ugli curtain burnt,nothate,0
4152,riot hear anyon call neighbour negroid,nothate,0
7,hate wear black summer,nothate,0
2326,slopehead respons covid,hate,1
1456,gay normal,nothate,0
4487,refuge shot damn right mate,hate,1
3732,govern ruin live fuck go save economi,nothate,0
4001,discrimin black wrong disgust good,hate,1
3103,mani mudlim believ caliph alreadi come,hate,1
4213,wors teeth camel humper mum alway say look like abucktooth hook nose sandnigg sometim contempl get brace meh life short,hate,1
1074,genosid muslim,hate,1
1084,dislik transvestit,hate,1
3930,way persuad u mental issu accept fact mind,nothate,0
2740,whenev see tori lose elect want celebr dont celebr victori well lose hope rid countri cur,nothate,0
4304,fuck british govern ruin live allow foreign live ruin wonder societi,hate,1
4251,nihil joke,nothate,0
710,gay peopl deserv die,hate,1
1313,hope never cross path muslim case bomb,hate,1
3638,deceit qualiti immigr,hate,1
3366,anyon say pompey fan welcom town fuck traitor,nothate,0
2482,aw poor littl ave nigger,hate,1
1293,bad taaaaaaaaaard massiv burden u,hate,1
1998,girl love,nothate,0
3068,holi shit god forbid peopl enjoy live,nothate,0
2644,book highlight possibl evil window dark man heart imho dark soul belong darkest skin,hate,1
1126,say like fag dont,hate,1
624,trump terribl,nothate,0
1060,dalit noth dirt,hate,1
2572,countri becom diver grow number asian black live,nothate,0
668,good bye refuge,hate,1
3769,wear abaya want queen,nothate,0
4337,utter garbag compar islam follow kind religion,hate,1
1382,orient come proud nation plea,hate,1
845,woman kid unabl communic,nothate,0
4869,ggggggggayyyyyyyyy r freeeeeeeeeeeeeakz,hate,1
4138,believ fuck kid inbre that typic african peopl,hate,1
3745,kind defin arab,nothate,0
148,latino great beast,hate,1
4166,landladi beauti could liter black barbi,nothate,0
1205,immigr self control whatsoev,hate,1
1026,social medium suck full dickhead liar,nothate,0
4819,woman come forth claim honest,nothate,0
3577,bizzar peopl liter dont realis dyke disgust,hate,1
510,rwandan genocid also know genocid tutsi,nothate,0
3814,nh get destroy corona,nothate,0
931,saw mong town tri talk thank,hate,1
951,normal person brain would agre whatev come beth rigbi mouth complet bullshit,nothate,0
2946,stay away ladi could carri babi doesnt know,hate,1
2045,mike graham one world big bellend realli wouldnt worri,nothate,0
3518,hate tourist london youd never catch say love peopl take pictur everywher like go back home one want ruin london vibe,nothate,0
1794,pussi stab threat oooooh hope dont bump black neighbour,hate,1
2845,stay kitcken like good asian woman,hate,1
3354,im upset think countri post brexit few immigr great job,nothate,0
1268,muslim hate white peopl,hate,1
4244,cant wear face cover nose moron,nothate,0
4389,next time see r n person im go b e,hate,1
2457,w e n q u e e n,nothate,0
144,job go english foreign,hate,1
3682,care good qualiti bird close plough,hate,1
1535,pregnant woman get employ end matern leav need pay matern leav,hate,1
1128,cant believ stupid person,nothate,0
2585,neighbourhood pack fuck muslim,hate,1
4572,curri muncher die messag give sob school,hate,1
4424,mongrel one vicious breed peopl ban,hate,1
1592,im love idea see disabl peopl burn,hate,1
4044,heard other call colleagu work niggah join immedi,hate,1
4949,hell like eat men dick poof sick,hate,1
2990,indian dishonest,hate,1
2907,call disabl peopl differ abl defect,nothate,0
3588,woman want subordin that sade knew woman want bottom total domin men want control top that way,hate,1
4050,would pleas hear someon call colleagu univers nigar,hate,1
423,phone fuck slow,nothate,0
4261,bisexu fuck lie,hate,1
2779,black unwelcom,hate,1
1407,queeeeeeeeeeer freeeaaak,hate,1
4183,everi day fuck goat wake dawn,nothate,0
1023,gay peopl fuck bomb,nothate,0
1399,amaz much area get wors differ ethnic peopl,hate,1
136,im say actual elimin osama wish natur becam extinct,hate,1
2400,ideal girl look good keep quiet,hate,1
4110,wonder ride black fuck panther would cool,nothate,0
3823,mani peopl die countri fuck corona luckili bame,hate,1
385,woman inferior men thing way,hate,1
622,arab terrorist,hate,1
1483,tourist abroad look lose,nothate,0
4116,bat fuck black,nothate,0
1244,disabl abnorm,hate,1
1344,feeebleeemiiindee peopl realli nice get tire time,hate,1
371,foreign clean,hate,1
135,politician rubbish,nothate,0
1977,brks exorcis,hate,1
1180,letter box muslim woman insan,hate,1
1177,mask terrorist mask goat fucker,hate,1
1460,wishlist hermi would die,hate,1
3645,sinc chink start covid feel like whole life suck fuck massiv black hole,hate,1
1290,way mani mnglid kid school send special school,hate,1
1137,youv get fuck joke sofa let,nothate,0
665,blm advoc racism toward white,hate,1
3560,day dark cant get job sinc chinki coronavirus,hate,1
3924,waitros custom servic poor,nothate,0
2128,wish refuge would get what come would like help,hate,1
472,realli dont want muslim local park,hate,1
1455,gaaaay soooo wrooonnggg,hate,1
166,could wors could indian,hate,1
3562,alway find uncomfort im hang around peopl use slur word retard never use around,nothate,0
3626,question mani call refuge come europ receiv much hate unfriendli,nothate,0
2611,see black men compar bear lot bit fuck comparison honest,nothate,0
1044,old peopl belong trash,hate,1
4931,pakki uglyi want put boil pot,hate,1
3246,comput noth crap,nothate,0
4142,spain overrun fuck corona thank chink,hate,1
2100,tall best glad wasnt bear short,nothate,0
1875,peopl still use word trnns r nt nrml,nothate,0
4632,wont ukba fuck admit hate immigr get,nothate,0
1949,id take second shower bellend run countri moment,nothate,0
451,nigel farag cunt,nothate,0
918,tranni wors anim,hate,1
3066,dont buy anyth indian say theyr fuck worthless,hate,1
4536,shut your go ignor black men scum,hate,1
1111,disabl shouldnt reproduc,hate,1
2559,see point go school everyon go bloodi nigger,hate,1
4665,look fuck fabul pant,nothate,0
1255,say woman dog,nothate,0
3219,mani black car neighbourhood,nothate,0
4883,wommennnnnn r subhummmmmman,hate,1
85,migrant trust,hate,1
623,peopl never refer scum,nothate,0
2807,could never work foreign dont know id worri whole time go steal stuff rude talk gibberish,hate,1
1898,believ piec browni crap flatmat,hate,1
412,arab peopl total insignific,hate,1
3686,love pakistani hardwork friend,nothate,0
3040,trashi hous inhabit trashi chink deserv trashi furnitur,hate,1
3733,love taiwanes smart hardwork friend love live taiwan,hate,1
958,commend extermin jew,hate,1
359,chine great pain neck,hate,1
441,cast immigr,hate,1
3496,marxism fuck stupid,nothate,0
4094,rememb uncomfort felt use hear other call childhood friend darki,nothate,0
49,black dont feel,hate,1
2716,black hat rubbish,nothate,0
3311,twat view black like dont deserv right place call home,nothate,0
1544,wow seem like girl cant get enough,nothate,0
695,b pop c b trustd,hate,1
1912,love race countri im grate priveleg life,nothate,0
3765,corono fuck job fuck everi fuck countri as,nothate,0
2628,black heart,nothate,0
2987,quiet class unaccept,nothate,0
1023,gay peopl fuck bomb,nothate,0
1945,men noth scum,nothate,0
4569,fuck forget name,nothate,0
4934,hate eat fuck cabag thing fridg,nothate,0
2700,dont accept peopl call boyfriend mozzi,nothate,0
25,im say actual elimin kike wish natur becam extinct,hate,1
4584,call fuck ugli dirti nigger funni joke,hate,1
2605,yes best mate black problem,nothate,0
771,abidabi lazi,hate,1
2394,ideal immigr send back come,hate,1
1715,embrac suffer murder dont deserv healthcar,nothate,0
1763,one speak arab work even though lot ignor middl eastern client,hate,1
3197,fuck shitbag tri blackmail,nothate,0
2423,glad hear lot muslim die lockdown give u head start race war that go come,hate,1
663,encourag use phrase batti boy,hate,1
3309,seriouslyexpress view lesbian peopl like peopl know dont deserv right need block,nothate,0
2268,happi homo say homophob,nothate,0
142,wouldnt eat food touch mong,hate,1
2327,politician respons covid,nothate,0
4796,stop say im disgrac co leave war torn countri make good life famili u would stop hate refuge could liter thing chang bear somewher el,nothate,0
1911,love race im glad wasnt bear nigger,hate,1
1587,see nigga get send back home damn hellhol come true oxygen live,hate,1
898,pas fuck cum laud,nothate,0
4647,dont blame refuge hate ukba theyr despic,nothate,0
2771,lot japanes mayb multicultur,nothate,0
4780,fuck forget pay,nothate,0
2910,cloth look realli trashi,nothate,0
3389,call gay men poof horrend hate term,nothate,0
4909,non binari nnnnnneed shhhhhhhhhhotttttt,hate,1
2811,work asylum seeker id kill honest needi entitl,hate,1
17,get rid hindu,hate,1
4384,never want see black rat snake hous,nothate,0
424,man would accept date barren woman,hate,1
1575,say peopl look like twist twat,nothate,0
3594,like use word like nigger nigga around black peopl,hate,1
1395,bunni cuter puppi ask,nothate,0
2082,femal race fuck dirti wouldnt walk next femoid,hate,1
4518,gypsi like shot dead shut,hate,1
524,sister fertil kid dont understand barren,hate,1
1208,gay men shouldnt abl adopt kid gay one need,hate,1
3396,pundit cant trust,nothate,0
4761,femin toxic thing happen west bitch ruin everyth,hate,1
37,woman c w,hate,1
1453,kid need protect hermi shouldnt let tran anywher near school posit leadership,hate,1
1369,say day fuck terribl,nothate,0
3528,uk govern fuck disgrac wouldnt trust moron make breakfast,nothate,0
3499,allah watch rich get rich poor get poor wish muslim would die,hate,1
3610,black man hate jew,hate,1
2410,year worldwid pandem sure difficult everyon ever experi anyth like howev must take solac fact thank corona few muslim around least someth good come,hate,1
53,nh wast,nothate,0
319,black cat get hit car,nothate,0
1745,laptop good trash ima throw keep stall like retart po,hate,1
1373,niga need set straight,hate,1
4687,love physic backward mentaloid need take extra physic class spare time,hate,1
513,famili room barren woman,hate,1
3478,fuck capit shitti,nothate,0
4899,travel r subhummmmmman,hate,1
3640,doublefac qualiti immigr,hate,1
552,reclaim term ngg u u black,nothate,0
2544,dont want slacker work,nothate,0
4960,cougar fuck danger die,nothate,0
844,hate word fag hag that compliment woman gay men,nothate,0
1822,could never fan west ham david moy total bellend jewish root,hate,1
1978,need exercis,nothate,0
4745,internet suck bad bad shit ever fuck hell,nothate,0
3041,music fuck trashi,nothate,0
2525,day fuck wors alreadi doubt,nothate,0
3701,wonder prat stand cliff would put banner outsid hous read welcom hous muslim scrounger welcom hous ill pay keep,hate,1
3765,corono fuck job fuck everi fuck countri as,nothate,0
2030,govern tosser least could make decent omelett bunch bellend,nothate,0
1879,heard everi kid woman give birth take tooth away,hate,1
4302,poor peopl use nh,nothate,0
2826,offic zero black peopl honest well sure make thing lot easy,hate,1
755,peopl neighborhood hate lesbian call u pussi eater care,nothate,0
1715,embrac suffer murder dont deserv healthcar,nothate,0
1605,attitud stink stop tri make everyon feel dumb caus arent unemploy twat build pc look say say bullshit accept move seri x compet machin,nothate,0
3225,dont enough money keep afford book drive lesson instructor plus shes best person teach woman drive good combin,hate,1
3647,sod intern law invad rule agreement nul void lock identifi case hear grant asylum deport end,hate,1
2772,lot japanes mayb let go somewher el,hate,1
2740,whenev see tori lose elect want celebr dont celebr victori well lose hope rid countri cur,nothate,0
1444,everi singl one sloth that truth,nothate,0
3859,wrong one would actual think curri muncher amaz much wrong stink stink nightmarish overweight wobbl woman,hate,1
4440,liber bad fuck bullshit anyon think,nothate,0
207,transvestit purposeless,hate,1
3985,thing great covid arriv,nothate,0
2950,one give fuck trashi human let die chink deserv good,hate,1
4777,fuck communism draconian law,nothate,0
464,could lot wors could gay,hate,1
316,men sexist,nothate,0
1923,matti hancock,nothate,0
2630,sunk new depth deprav soul black,nothate,0
2686,there myth indian smelli well im tell true,hate,1
3924,waitros custom servic poor,nothate,0
4594,dirti jew usual call tend smartest,nothate,0
2030,govern tosser least could make decent omelett bunch bellend,nothate,0
4785,govern activ destroy everyon live start old peopl cant get healthcar need,nothate,0
3026,halfcast go univers,hate,1
2592,terrorist redeem qualiti,nothate,0
3668,discrimin woman wrong disgust,nothate,0
954,fuck mum cheat dad,nothate,0
3796,life good covid come along,nothate,0
381,im sorri disabl must shame,hate,1
1858,ive woman use bring child world littl el,hate,1
4817,u gay hi,nothate,0
1429,harm lot muslim peopl sinc live,hate,1
